N/R/U,Applicant,BLA Number,Proprietary Name,Proper Name,BLA Type,Strength,Dosage Form,Route of Administration,Product Presentation,Status,Licensure,Approval Date,Ref. Product Proper Name,Ref. Product Proprietary Name,Supplement Number,Submission Type,License Number,Product Number,Center,Date of First Licensure,Exclusivity Expiration Date,First Interchangeable Exclusivity Exp. Date,Ref. Product Exclusivity Exp. Date,Orphan Exclusivity Exp. Date
,"Allermed Laboratories, Inc.",102215,N/A,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"100,000BAU/ML",Injection,Subcutaneous,Dropper Vial,Rx,Licensed,6/14/1930,,,0,Original,0467,007,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102215,N/A,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,6/14/1930,,,0,Original,0467,008,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102216,N/A,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"10,000BAU/ML",Injection,Intradermal,Dropper Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,001,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102216,N/A,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,002,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102216,N/A,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"10,000BAU/ML",Injection,Subcutaneous,Dropper Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,003,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102216,N/A,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,004,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102216,N/A,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"100,000BAU/ML",Injection,Intradermal,Dropper Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,005,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102216,N/A,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"100,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,006,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102216,N/A,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"100,000BAU/ML",Injection,Subcutaneous,Dropper Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,007,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102216,N/A,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,008,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102217,N/A,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,001,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102217,N/A,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"10,000BAU/ML",Injection,Intradermal,Dropper Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,002,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102217,N/A,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,003,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102217,N/A,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"10,000BAU/ML",Injection,Subcutaneous,Dropper Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,004,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102217,N/A,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"100,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,005,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102217,N/A,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"100,000BAU/ML",Injection,Intradermal,Dropper Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,006,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102217,N/A,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,007,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102217,N/A,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"100,000BAU/ML",Injection,Subcutaneous,Dropper Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,008,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102218,N/A,"Pollens - Grasses, Redtop Agrostis alba",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,001,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102218,N/A,"Pollens - Grasses, Redtop Agrostis alba",351(a),"10,000BAU/ML",Injection,Intradermal,Dropper Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,002,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102218,N/A,"Pollens - Grasses, Redtop Agrostis alba",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,003,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102218,N/A,"Pollens - Grasses, Redtop Agrostis alba",351(a),"10,000BAU/ML",Injection,Subcutaneous,Dropper Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,004,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102218,N/A,"Pollens - Grasses, Redtop Agrostis alba",351(a),"100,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,005,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102218,N/A,"Pollens - Grasses, Redtop Agrostis alba",351(a),"100,000BAU/ML",Injection,Intradermal,Dropper Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,006,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102218,N/A,"Pollens - Grasses, Redtop Agrostis alba",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,007,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102218,N/A,"Pollens - Grasses, Redtop Agrostis alba",351(a),"100,000BAU/ML",Injection,Subcutaneous,Dropper Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,008,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102219,N/A,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,001,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102219,N/A,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"10,000BAU/ML",Injection,Intradermal,Dropper Vial,Rx,Licensed,6/14/1930,,,0,Original,0467,002,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102219,N/A,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,6/14/1930,,,0,Original,0467,003,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102219,N/A,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"10,000BAU/ML",Injection,Subcutaneous,Dropper Vial,Rx,Licensed,6/14/1930,,,0,Original,0467,004,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102219,N/A,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"100,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,6/14/1930,,,0,Original,0467,005,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102219,N/A,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"100,000BAU/ML",Injection,Intradermal,Dropper Vial,Rx,Licensed,6/14/1930,,,0,Original,0467,006,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102219,N/A,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,6/14/1930,,,0,Original,0467,007,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102219,N/A,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"100,000BAU/ML",Injection,Subcutaneous,Dropper Vial,Rx,Licensed,6/14/1930,,,0,Original,0467,008,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102220,N/A,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"10,000BAU/ML",Injection,Intradermal,Dropper Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,001,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102220,N/A,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,002,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102220,N/A,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"10,000BAU/ML",Injection,Subcutaneous,Dropper Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,003,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102220,N/A,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,004,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102220,N/A,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"100,000BAU/ML",Injection,Intradermal,Dropper Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,005,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102220,N/A,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"100,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,006,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102220,N/A,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"100,000BAU/ML",Injection,Subcutaneous,Dropper Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,007,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102220,N/A,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,3/12/1974,,,0,Original,0467,008,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102221,N/A,"Pollens - Grasses, Timothy Phleum pratense",351(a),"10,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,6/14/1930,,,0,Original,0467,001,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102221,N/A,"Pollens - Grasses, Timothy Phleum pratense",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,6/14/1930,,,0,Original,0467,002,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102221,N/A,"Pollens - Grasses, Timothy Phleum pratense",351(a),"100,000BAU/ML",Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,6/14/1930,,,0,Original,0467,003,CBER,4/10/1941,,,,
,"Allermed Laboratories, Inc.",102221,N/A,"Pollens - Grasses, Timothy Phleum pratense",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,6/14/1930,,,0,Original,0467,004,CBER,4/10/1941,,,,
,CSL Behring AG,102366,Alburx,Albumin (Human),351(a),25%,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,7/23/1976,,,0,Original,1766,001,CBER,8/27/1941,,,,
,CSL Behring AG,102366,Alburx,Albumin (Human),351(a),5%,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,7/23/1976,,,0,Original,1766,002,CBER,8/27/1941,,,,
,CSL Behring AG,102367,"Carimune, Carimune Nf, Panglobulin, Sandoglobulin",Immune Globulin Intravenous (Human),351(a),6G,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,7/27/2000,,,1055,Supplement,1766,001,CBER,9/11/1981,,,,
,CSL Behring AG,102367,"Carimune, Carimune Nf, Panglobulin, Sandoglobulin",Immune Globulin Intravenous (Human),351(a),12G,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,7/27/2000,,,1055,Supplement,1766,002,CBER,9/11/1981,,,,
,CSL Behring AG,102367,"Carimune, Carimune Nf, Panglobulin, Sandoglobulin",Immune Globulin Intravenous (Human),351(a),3G,For Injection,Intravenous,Single-Dose Vial,Disc,Licensed,7/27/2000,,,1055,Supplement,1766,003,CBER,9/11/1981,,,,
,Grifols Biologicals LLC,102475,Alphanate,Antihemophilic Factor/von Willebrand Factor Complex (Human),351(a),250IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,8/15/1978,,,0,Original,1694,001,CBER,8/15/1978,,,,
,Grifols Biologicals LLC,102475,Alphanate,Antihemophilic Factor/von Willebrand Factor Complex (Human),351(a),1000IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,8/15/1978,,,0,Original,1694,002,CBER,8/15/1978,,,,
,Grifols Biologicals LLC,102475,Alphanate,Antihemophilic Factor/von Willebrand Factor Complex (Human),351(a),1500IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,8/15/1978,,,0,Original,1694,003,CBER,8/15/1978,,,,
,Grifols Biologicals LLC,102475,Alphanate,Antihemophilic Factor/von Willebrand Factor Complex (Human),351(a),500IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,8/15/1978,,,0,Original,1694,004,CBER,8/15/1978,,,,
,Grifols Biologicals LLC,102475,Alphanate,Antihemophilic Factor/von Willebrand Factor Complex (Human),351(a),2000IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,6/26/2014,,,5400,Supplement,1694,005,CBER,8/15/1978,,,,
,Grifols Biologicals LLC,102476,"Profilnine, Profilnine Hp, Profilnine Ht, Profilnine Sd",Factor IX Complex,351(a),1000IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,7/20/1981,,,0,Original,1694,001,CBER,12/31/1968,,,,
,Grifols Biologicals LLC,102476,"Profilnine, Profilnine Hp, Profilnine Ht, Profilnine Sd",Factor IX Complex,351(a),1500IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,7/20/1981,,,0,Original,1694,002,CBER,12/31/1968,,,,
,Grifols Biologicals LLC,102476,"Profilnine, Profilnine Hp, Profilnine Ht, Profilnine Sd",Factor IX Complex,351(a),500IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,7/20/1981,,,0,Original,1694,003,CBER,12/31/1968,,,,
,Grifols Biologicals LLC,102478,Albutein,Albumin (Human),351(a),5%,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,8/15/1978,,,0,Original,1694,001,CBER,8/27/1941,,,,
,Grifols Biologicals LLC,102478,Albutein,Albumin (Human),351(a),20%,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,8/15/1978,,,0,Original,1694,002,CBER,8/27/1941,,,,
,Grifols Biologicals LLC,102478,Albutein,Albumin (Human),351(a),25%,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,8/15/1978,,,0,Original,1694,003,CBER,8/27/1941,,,,
,Organon Teknika Corporation LLC,102821,Tice Bcg,BCG Live,351(a),100-800 MIL CFU,For Injection,Intravesical,Single-Dose Vial,Rx,Licensed,6/21/1989,,,0,Original,1747,001,CBER,6/21/1989,,,,
,"GenTrac, Inc.",102865,"Thrombin-Jmi, Thrombocoll","Thrombin, Topical (Bovine)",351(a),"20,000IU",Powder,Topical,Vial,Rx,Licensed,2/3/1986,,,0,Original,0977,001,CBER,2/3/1986,,,,
,"GenTrac, Inc.",102865,"Thrombin-Jmi, Thrombocoll","Thrombin, Topical (Bovine)",351(a),"5,000IU",Powder,Topical,Vial,Rx,Licensed,2/10/2011,,,5387,Supplement,0977,002,CBER,2/3/1986,,,,
,Allergan Pharmaceuticals Ireland,103000,Botox Cosmetic,onabotulinumtoxinA,351(a),50UNITS,For Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,12/9/1991,-,,,Original,1145,001,CDER,,,,,6/20/2026
,Allergan Pharmaceuticals Ireland,103000,Botox Cosmetic,onabotulinumtoxinA,351(a),100UNITS,For Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,12/9/1991,-,,,Original,1145,002,CDER,,,,,6/20/2026
,Allergan Pharmaceuticals Ireland,103000,Botox,onabotulinumtoxinA,351(a),50UNITS,For Injection,"Injection, Intramuscular, Intradermal, Intradetrusor",Single-Dose Vial,Rx,Licensed,12/9/1991,-,,,Original,1145,003,CDER,,,,,6/20/2026
,Allergan Pharmaceuticals Ireland,103000,Botox,onabotulinumtoxinA,351(a),100UNITS,For Injection,"Injection, Intramuscular, Intradermal, Intradetrusor",Single-Dose Vial,Rx,Licensed,12/9/1991,-,,,Original,1145,004,CDER,,,,,6/20/2026
,Allergan Pharmaceuticals Ireland,103000,Botox,onabotulinumtoxinA,351(a),200UNITS,For Injection,"Injection, Intramuscular, Intradermal, Intradetrusor",Single-Dose Vial,Rx,Licensed,12/9/1991,-,,,Original,1145,005,CDER,,,,,6/20/2026
,Organon Teknika Corporation LLC,103050,N/A,BCG Vaccine,351(a),100-800 MIL CFU,For Injection,Percutaneous,Single-Dose Vial,Rx,Licensed,6/21/1989,,,0,Original,1747,001,CBER,7/7/1950,,,,
,"ALK-Abello, Inc.",103051,N/A,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,9/29/1958,,,0,Original,1256,001,CBER,4/10/1941,,,,
,"ALK-Abello, Inc.",103052,N/A,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"10,000BAU/ML",Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,9/29/1950,,,0,Original,1256,001,CBER,4/10/1941,,,,
,"ALK-Abello, Inc.",103052,N/A,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,9/29/1950,,,0,Original,1256,002,CBER,4/10/1941,,,,
,"ALK-Abello, Inc.",103052,N/A,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"100,000BAU/ML",Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,9/29/1950,,,0,Original,1256,003,CBER,4/10/1941,,,,
,"ALK-Abello, Inc.",103052,N/A,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,9/29/1950,,,0,Original,1256,004,CBER,4/10/1941,,,,
,"ALK-Abello, Inc.",103053,N/A,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"10,000BAU/ML",Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,9/29/1950,,,0,Original,1256,001,CBER,4/10/1941,,,,
,"ALK-Abello, Inc.",103053,N/A,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,9/29/1950,,,0,Original,1256,002,CBER,4/10/1941,,,,
,"ALK-Abello, Inc.",103053,N/A,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"100,000BAU/ML",Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,9/29/1950,,,0,Original,1256,003,CBER,4/10/1941,,,,
,"ALK-Abello, Inc.",103053,N/A,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,9/29/1950,,,0,Original,1256,004,CBER,4/10/1941,,,,
,"ALK-Abello, Inc.",103054,N/A,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"10,000BAU/ML",Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,9/29/1950,,,0,Original,1256,001,CBER,4/10/1941,,,,
,"ALK-Abello, Inc.",103054,N/A,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,9/29/1950,,,0,Original,1256,002,CBER,4/10/1941,,,,
,"ALK-Abello, Inc.",103054,N/A,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"100,000BAU/ML",Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,9/29/1950,,,0,Original,1256,003,CBER,4/10/1941,,,,
,"ALK-Abello, Inc.",103054,N/A,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,9/29/1950,,,0,Original,1256,004,CBER,4/10/1941,,,,
,"ALK-Abello, Inc.",103055,N/A,"Pollens - Grasses, Redtop Agrostis alba",351(a),"10,000BAU/ML",Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,9/29/1950,,,0,Original,1256,001,CBER,4/10/1941,,,,
,"ALK-Abello, Inc.",103055,N/A,"Pollens - Grasses, Redtop Agrostis alba",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,9/29/1950,,,0,Original,1256,002,CBER,4/10/1941,,,,
,"ALK-Abello, Inc.",103055,N/A,"Pollens - Grasses, Redtop Agrostis alba",351(a),"100,000BAU/ML",Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,9/29/1950,,,0,Original,1256,003,CBER,4/10/1941,,,,
,"ALK-Abello, Inc.",103055,N/A,"Pollens - Grasses, Redtop Agrostis alba",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,9/29/1950,,,0,Original,1256,004,CBER,4/10/1941,,,,
,"ALK-Abello, Inc.",103056,N/A,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"10,000BAU/ML",Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,9/29/1950,,,0,Original,1256,001,CBER,4/10/1941,,,,
,"ALK-Abello, Inc.",103056,N/A,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,9/29/1950,,,0,Original,1256,002,CBER,4/10/1941,,,,
,"ALK-Abello, Inc.",103057,N/A,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"100,000BAU/ML",Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,9/29/1950,,,0,Original,1256,001,CBER,4/10/1941,,,,
,"ALK-Abello, Inc.",103057,N/A,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,9/29/1950,,,0,Original,1256,002,CBER,4/10/1941,,,,
,"ALK-Abello, Inc.",103058,N/A,"Pollens - Grasses, Timothy Phleum pratense",351(a),"10,000BAU/ML",Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,9/29/1950,,,0,Original,1256,001,CBER,4/10/1941,,,,
,"ALK-Abello, Inc.",103058,N/A,"Pollens - Grasses, Timothy Phleum pratense",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,9/29/1950,,,0,Original,1256,002,CBER,4/10/1941,,,,
,"ALK-Abello, Inc.",103060,N/A,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"10,000BAU/ML",Injection,Percutaneous,Multi-Dose Vial,Rx,Licensed,9/29/1950,,,0,Original,1256,001,CBER,4/10/1941,,,,
,"ALK-Abello, Inc.",103060,N/A,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,9/29/1950,,,0,Original,1256,002,CBER,4/10/1941,,,,
,"ALK-Abello, Inc.",103061,N/A,"Animal Allergens, Standardized Cat Pelt",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Rx,Licensed,9/29/1950,,,0,Original,1256,001,CBER,9/18/1992,,,,
,"ALK-Abello, Inc.",103061,N/A,"Animal Allergens, Standardized Cat Pelt",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,9/29/1950,,,0,Original,1256,002,CBER,9/18/1992,,,,
,"Allermed Laboratories, Inc.",103113,N/A,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia artemisiifolia",351(a),1G/10ML,Injection,Subcutaneous,Multi-Dose Vial,Rx,Licensed,3/13/1974,,,0,Original,0467,001,CBER,6/14/1930,,,,
,"Allermed Laboratories, Inc.",103113,N/A,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia artemisiifolia",351(a),1G/10ML,Injection,Intradermal,Multi-Dose Vial,Rx,Licensed,3/13/1974,,,0,Original,0467,002,CBER,6/14/1930,,,,
,PaxVax berna GmbH,103123,Vivotif,Typhoid Vaccine Live Oral Ty21a,351(a),2-6.8 BIL. CFU,Capsule,Oral,Blister Pack,Rx,Licensed,12/15/1989,,,0,Original,2015,001,CBER,12/15/1989,,,,
,Merck Sharp & Dohme Corp.,103132,Intron A,interferon alfa-2b,351(a),3MIU,For Injection,"Subcutaneous, Intravenous, Intralesional, Intramuscular",Single-Dose Vial,Rx,Licensed,6/4/1986,-,,,Original,0002,001,CDER,,,,,11/21/1995
,Merck Sharp & Dohme Corp.,103132,Intron A,interferon alfa-2b,351(a),5MIU,For Injection,"Subcutaneous, Intravenous, Intralesional, Intramuscular",Single-Dose Vial,Rx,Licensed,6/4/1986,-,,,Original,0002,002,CDER,,,,,11/21/1995
,Merck Sharp & Dohme Corp.,103132,Intron A,interferon alfa-2b,351(a),10MIU,For Injection,Intravenous,Multi-Dose Vial,Rx,Licensed,6/4/1986,-,,,Original,0002,003,CDER,,,,,11/21/1995
,Merck Sharp & Dohme Corp.,103132,Intron A,interferon alfa-2b,351(a),25MIU,For Injection,Intravenous,Multi-Dose Vial,Rx,Licensed,6/4/1986,-,,,Original,0002,004,CDER,,,,,11/21/1995
,Merck Sharp & Dohme Corp.,103132,Intron A,interferon alfa-2b,351(a),18MIU,For Injection,Intravenous,Vial,Rx,Licensed,,-,,,Supplement,0002,005,CDER,,,,,11/21/1995
,Baxalta US Inc.,103133,"Gammagard, Gammagard S/D, Iveegam",Immune Globulin Intravenous (Human),351(a),0.5G,For Injection,Intravenous,Bottle,Disc,Licensed,2/18/1986,,,0,Original,2020,001,CBER,9/11/1981,,,,
,Baxalta US Inc.,103133,"Gammagard, Gammagard S/D, Iveegam",Immune Globulin Intravenous (Human),351(a),1000MG,For Injection,Intravenous,Single-Use Bottle,Disc,Licensed,2/18/1986,,,0,Original,2020,002,CBER,9/11/1981,,,,
